"Statistic","CensusYear","Sex","Means of Travel","At Work School or College","UNIT","VALUE"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","50155"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Motor car: Passenger","Students at school or college aged 19 years and over","Number","6829"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Other means (incl. lorry or van)","All persons","Number","4674"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","3502"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","657"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","359"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","156"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Work mainly at or from home","All persons","Number","43144"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Work mainly at or from home","Population aged 15 years and over at work","Number","36445"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Work mainly at or from home","Children at school aged between 5 and 12 years","Number","3828"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Work mainly at or from home","Students at school or college aged between 13 and 18 years","Number","1552"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Work mainly at or from home","Students at school or college aged 19 years and over","Number","1319"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Not stated","All persons","Number","17609"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Not stated","Population aged 15 years and over at work","Number","9622"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Not stated","Children at school aged between 5 and 12 years","Number","5199"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Not stated","Students at school or college aged between 13 and 18 years","Number","1487"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","Not stated","Students at school or college aged 19 years and over","Number","1301"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","All means of travel","All persons","Number","1261387"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","All means of travel","Population aged 15 years and over at work","Number","808690"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","All means of travel","Children at school aged between 5 and 12 years","Number","218121"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","All means of travel","Students at school or college aged between 13 and 18 years","Number","152991"
"Population Usually Resident in the State at Each Census Since 1986","2006","Female","All means of travel","Students at school or college aged 19 years and over","Number","81585"
"Population Usually Resident in the State at Each Census Since 1986","2011","Both sexes","On foot","All persons","Number","414938"
"Population Usually Resident in the State at Each Census Since 1986","2011","Both sexes","On foot","Population aged 15 years and over at work","Number","170510"
"Population Usually Resident in the State at Each Census Since 1986","2011","Both sexes","On foot","Children at school aged between 5 and 12 years","Number","118523"
"Population Usually Resident in the State at Each Census Since 1986","2011","Both sexes","On foot","Students at school or college aged between 13 and 18 years","Number","73946"
"Population Usually Resident in the State at Each Census Since 1986","2011","Both sexes","On foot","Students at school or college aged 19 years and over","Number","51959"
"Population Usually Resident in the State at Each Census Since 1986","2011","Both sexes","Bicycle","All persons","Number","61177"
"Population Usually Resident in the State at Each Census Since 1986","2011","Both sexes","Bicycle","Population aged 15 years and over at work","Number","39803"
"Population Usually Resident in the State at Each Census Since 1986","2011","Both sexes","Bicycle","Children at school aged between 5 and 12 years","Number","6252"
